slug,desa,kecamatan,kabupaten,provinsi,last_scraped,hero_ada_foto,pengurus_jumlah_foto,pengurus_jumlah_orang,unit_usaha_ada_data,unit_usaha_jumlah_foto,unit_usaha_jumlah_foto_unik,produk_usaha_jumlah_foto,produk_usaha_jumlah_foto_unik,galeri_jumlah_foto,galeri_jumlah_foto_unik,galeri_skor,artikel_jumlah_foto,artikel_jumlah_foto_unik,completeness_score,scrape_incomplete,potensi_jumlah_terisi,penduduk_laki_laki,penduduk_perempuan,penduduk_total,potensi_nilai_total_rp,potensi_sdm_total,potensi_jumlah_jenis,kode_desa,artikel_tanggal_lokal_terbaru,artikel_hari_sejak_update_lokal,artikel_jumlah_lokal,artikel_jumlah_nasional,artikel_ada_nasional,tentang_ada_konten,potensi_ada_data,pengurus_terisi,pengurus_foto_asli,produk_usaha_ada,artikel_ada_lokal,pengurus_data_belum_ada,personel_completeness,keaktifan_score,kelengkapan_usaha_score,kopdes_density_kecamatan,penduduk_total_calc,penduduk_data_konsisten,kopdes_per_1000_penduduk,kopdes_per_1000_penduduk_log,kopdes_lq_kecamatan,personel_completeness_zscore_kabupaten,keaktifan_score_zscore_kabupaten,kelengkapan_usaha_score_zscore_kabupaten,digital_readiness_score,potensi_nilai_outlier_suspect,potensi_nilai_total_rp_capped,lof_outlier,pengurus_jumlah_foto_capped,unit_usaha_jumlah_foto_capped,unit_usaha_jumlah_foto_unik_capped,produk_usaha_jumlah_foto_capped,produk_usaha_jumlah_foto_unik_capped,galeri_jumlah_foto_capped,galeri_jumlah_foto_unik_capped,artikel_jumlah_foto_capped,artikel_jumlah_foto_unik_capped,potensi_sdm_total_capped,penduduk_total_capped,cluster_k7,publikasi_konten_score,kelengkapan_profil_score,indeks_digitalisasi_operasional,log_potensi_nilai,log_potensi_jumlah
bubuk-kecamatan-rogojampi,Bubuk,Rogojampi,Kabupaten Banyuwangi,Jawa Timur,2026-07-23 12:25:45,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2475,2504,4979,0,0,0,35.10.13.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,4979,True,0.18939991792670224,0.1734489092864042,1.2,-0.667,-0.348,-0.655,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.0,5,0.0,0.0,0.0,0.0,0.0
buddagan-kecamatan-pademawu,Buddagan,Pademawu,Kabupaten Pamekasan,Jawa Timur,2026-07-23 12:55:00,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2248,2295,4543,0,0,0,35.28.02.2022,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,14,4543,True,0.22167331686617264,0.20022149020235155,2.493,-0.393,-0.28,-0.928,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543.0,5,0.0,0.0,0.0,0.0,0.0
buddi-kecamatan-arjasa,Buddi,Arjasa,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:59:18,True,6,6,True,2,2,0,0,40,2,2,0,0,72.0,False,3,1175,1146,2321,805020,1280,3,35.29.24.2011,,,0,3,True,True,True,True,True,False,False,False,1.0,0.05764,0.6266333333333334,19,2321,True,0.1596115558766455,0.14808508341467902,1.627,1.696,-0.117,1.539,0.697012536,False,805020.0,False,6,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,1280.0,2321.0,0,0.0,1.0,0.78210084,13.598623643016964,1.3862943611198906
buddih-kecamatan-pademawu,Buddih,Pademawu,Kabupaten Pamekasan,Jawa Timur,2026-07-23 12:54:53,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6450,6660,1311,0,0,0,35.28.02.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,14,13110,False,0.22167331686617264,0.20022149020235155,2.493,-0.393,-0.28,-0.928,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.0,5,0.0,0.0,0.0,0.0,0.0
budi-asih-kecamatan-pulau-rimau,Budi Asih,Pulau Rimau,Kabupaten Banyuasin,Sumatera Selatan,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,9230,8600,1783,0,0,0,16.07.04.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,17830,False,0.08269862141398102,0.0794566480485821,1.5,-0.365,-0.276,-0.549,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,5,0.0,0.0,0.0,0.0,0.0
budi-lestari-kecamatan-tanjung-bintang,Budi Lestari,Tanjung Bintang,Kabupaten Lampung Selatan,Lampung,2026-07-23 12:01:28,False,0,6,True,3,3,0,0,60,3,3,0,0,43.0,False,5,2432,2314,4746,127000000,391,5,18.01.05.2009,,,0,3,True,False,True,True,False,False,False,False,0.0,0.08646,0.7088,15,4746,True,0.19063111608164096,0.17448351618620517,1.711,-0.593,-0.164,1.262,0.270007764,False,127000000.0,False,0,3.0,3.0,0.0,0.0,60.0,3.0,0.0,0.0,391.0,4746.0,3,0.0,0.0,0.15225023999999998,18.65969765229688,1.791759469228055
budi-luhur-kecamatan-pandan,Budi Luhur,Pandan,Kabupaten Tapanuli Tengah,Sumatera Utara,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,1,1669,1681,335,500000000,5,1,12.01.03.1022,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,4,3350,False,0.11100935253795133,0.10526892874802951,1.306,-0.237,0.81,3.465,0.200417308,False,500000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,5.0,335.0,3,0.0,0.0,0.11695143999999999,20.030118658386467,0.6931471805599453
budi-mulya-kecamatan-air-kumbang,Budi Mulya,Air Kumbang,Kabupaten Banyuasin,Sumatera Selatan,2026-07-23 12:01:28,True,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,4910,4340,9250,0,0,0,16.07.19.2013,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,9,9250,True,0.13582855418050105,0.12736238829354138,1.35,-0.365,-0.276,-0.549,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9250.0,5,0.0,0.5252,0.15162524,0.0,0.0
budi-mulya-kecamatan-lokpaikat,Budi Mulya,Lokpaikat,Kabupaten Tapin,Kalimantan Selatan,2026-07-23 13:38:15,False,2,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,3010,3080,6090,0,0,0,63.05.10.2008,,,0,3,True,False,False,True,True,False,False,False,0.3333333333333333,0.0,0.0,7,6090,True,0.23239600278875203,0.20896024429853036,2.0,-0.099,-0.305,-0.393,0.1539333333333333,False,0.0,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6090.0,5,0.0,0.0,0.1196,0.0,0.0
budiasih-kecamatan-sindangkasih,Budiasih,Sindangkasih,Kabupaten Ciamis,Jawa Barat,2026-07-23 12:01:28,False,0,3,True,1,1,0,0,20,1,1,0,0,26.0,False,0,2657,2503,516,0,0,0,32.07.31.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,8,5160,False,0.17506619690570496,0.1613244838012978,1.278,-0.545,-0.277,0.545,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,516.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
budidaya-kecamatan-sidomulyo,Budidaya,Sidomulyo,Kabupaten Lampung Selatan,Lampung,2026-07-23 12:01:28,True,0,6,True,1,1,0,0,20,1,1,1,1,46.0,False,0,1128,108,2208,0,0,0,18.01.07.2006,,,0,1,True,True,False,True,False,False,False,False,0.0,0.20072,0.5444666666666667,7,1236,False,0.1474708745022858,0.137560280933088,0.799,-0.593,0.368,0.738,0.231256168,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,1.0,0.0,2208.0,6,0.2688,1.0,0.44269208,0.0,0.0
budiharja-kecamatan-cililin,Budiharja,Cililin,Kabupaten Bandung Barat,Jawa Barat,2026-07-23 12:01:28,False,0,8,True,1,1,0,0,20,1,1,0,0,41.0,False,6,3519,3289,6808,11762082000,1249,6,32.17.11.2002,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,10,6808,True,0.11980352222355338,0.11315324333184677,1.795,-0.677,-0.404,0.652,0.200417308,False,11762082000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1249.0,6808.0,3,0.0,0.0,0.11695143999999999,23.188146804648362,1.9459101490553132
budiharja-kecamatan-sindangkasih,Budiharja,Sindangkasih,Kabupaten Ciamis,Jawa Barat,2026-07-23 12:01:28,False,0,4,True,1,1,0,0,20,1,1,0,0,26.0,False,0,2253,2246,4499,0,0,0,32.07.31.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,8,4499,True,0.17506619690570496,0.1613244838012978,1.278,-0.545,-0.277,0.545,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,4499.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
budiman-kecamatan-jambi-timur,Budiman,Jambi Timur,Kota Jambi,Jambi,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2285,2223,4508,0,0,0,15.71.03.1004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,9,4508,True,0.1453300607156698,0.13569285810028542,2.045,-0.352,-0.274,-0.526,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4508.0,5,0.0,0.0,0.0,0.0,0.0
budug-kecamatan-kwadungan,Budug,Kwadungan,Kabupaten Ngawi,Jawa Timur,2026-07-23 12:43:09,True,0,5,True,1,1,0,0,20,1,1,0,0,51.0,False,5,6780,7140,1392,2000000004,104,5,35.21.06.2011,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,5,13920,False,0.10751994494978818,0.10212323175900123,0.725,-1.345,-0.582,0.692,0.200417308,False,2000000004.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,104.0,1392.0,3,0.0,0.5252,0.26857668,21.416413020006356,1.791759469228055
budugsidorejo-kecamatan-sumobito,Budugsidorejo,Sumobito,Kabupaten Jombang,Jawa Timur,2026-07-23 12:34:06,True,0,3,False,0,0,0,0,0,0,0,0,0,35.0,False,0,2365,2167,4532,0,0,0,35.17.11.2015,,,0,3,True,True,False,True,False,False,False,False,0.0,0.0,0.0,13,4532,True,0.23976392475101438,0.21492097822644013,1.219,-0.977,-0.49,-0.857,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4532.0,5,0.0,1.0,0.2887,0.0,0.0
buduk-kecamatan-mengwi,Buduk,Mengwi,Kabupaten Badung,Bali,2026-07-23 13:16:29,False,0,4,True,1,1,0,0,20,1,1,0,0,26.0,False,0,4672,4805,9477,0,0,0,51.03.02.2002,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,6,9477,True,0.13318239328760736,0.12502995169115594,2.0,,0.729,0.905,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,9477.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
budur-kecamatan-ciwaringin,Budur,Ciwaringin,Kabupaten Cirebon,Jawa Barat,2026-07-23 12:01:28,False,0,8,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2789,2862,5651,0,0,0,32.09.26.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,7,5651,True,0.19760056457304165,0.1803200255435459,0.74,-0.413,-0.497,-1.065,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5651.0,5,0.0,0.0,0.0,0.0,0.0
buduran-kecamatan-arosbaya,Buduran,Arosbaya,Kabupaten Bangkalan,Jawa Timur,2026-07-23 12:52:23,True,0,3,True,1,1,0,0,20,1,1,0,0,61.0,False,2,1212,1147,2359,40000000,65,2,35.26.05.2011,,,0,3,True,True,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,1,2359,True,0.42390843577787196,0.3534055102046177,0.345,-1.113,-0.357,0.968,0.200417308,False,40000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,65.0,2359.0,3,0.0,1.0,0.40565144,17.50439003707821,1.0986122886681098
buduran-kecamatan-bagor,Buduran,Bagor,Kabupaten Nganjuk,Jawa Timur,2026-07-23 12:37:57,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7830,7850,1568,0,0,0,35.18.14.2005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,20,15680,False,0.1385415728624767,0.1297481213248798,1.653,-0.841,-0.485,-1.485,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0,5,0.0,0.0,0.0,0.0,0.0
buduran-kecamatan-wonoasri,Buduran,Wonoasri,Kabupaten Madiun,Jawa Timur,2026-07-23 12:40:42,True,5,6,True,1,1,0,0,0,0,0,0,0,70.0,False,1,1616,1561,3177,100000000,2,1,35.19.15.2010,,,0,3,True,True,True,True,True,False,False,False,0.8333333333333334,0.0,0.5444666666666667,2,3177,True,0.24863252113376427,0.22204896938493296,0.28,1.185,-0.391,0.595,0.5800803333333333,False,100000000.0,True,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3177.0,0,0.0,1.0,0.7046514400000001,18.420680753952364,0.6931471805599453
bugangan-kecamatan-kedungwuni,Bugangan,Kedungwuni,Kabupaten Pekalongan,Jawa Tengah,2026-07-23 12:01:28,True,0,4,True,1,1,0,0,20,1,1,0,0,36.0,False,0,1399,1333,2732,0,0,0,33.26.13.2016,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,3,2732,True,0.30199315482182404,0.2638962863392423,0.623,-0.342,-0.244,-0.05,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2732.0,6,0.0,0.5252,0.26857668,0.0,0.0
bugel-kecamatan-bagelen,Bugel,Bagelen,Kabupaten Purworejo,Jawa Tengah,2026-07-23 12:01:28,False,2,6,True,1,1,0,0,20,1,1,0,0,61.0,False,12,5260,5690,1095,2845325000,1764,12,33.06.04.2004,,,0,3,True,True,True,True,True,False,False,False,0.3333333333333333,0.02882,0.5444666666666667,9,10950,False,0.11551345731777753,0.10931479875114408,0.746,0.566,-0.171,0.251,0.3543506413333333,False,2845325000.0,False,2,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1764.0,1095.0,3,0.0,0.4748,0.3736262,21.76894313385266,2.5649493574615367
bugel-kecamatan-ciawi,Bugel,Ciawi,Kabupaten Tasikmalaya,Jawa Barat,2026-07-23 12:01:28,True,0,7,False,0,0,0,0,0,0,0,0,0,50.0,False,6,3516,3336,6852,6,6,6,32.06.36.2002,,,0,3,True,True,True,True,False,False,False,False,0.0,0.0,0.0,10,6852,True,0.18643499011894551,0.170953004089545,2.308,-0.69,-0.407,-0.838,0.0,False,6.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6852.0,1,0.0,1.0,0.2887,1.9459101490553132,1.9459101490553132
bugel-kecamatan-padarincang,Bugel,Padarincang,Kabupaten Serang,Banten,2026-07-23 13:13:38,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,286,2758,5618,0,0,0,36.04.29.2002,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,13,3044,False,0.19394590401169642,0.1772637074211715,1.478,-0.401,-0.345,-0.76,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5618.0,5,0.0,0.0,0.0,0.0,0.0
bugel-kecamatan-patrol,Bugel,Patrol,Kabupaten Indramayu,Jawa Barat,2026-07-23 12:01:28,True,6,6,False,0,0,0,0,0,0,0,1,1,50.0,False,0,3804,3719,7523,0,0,0,32.12.31.2006,2026-04-03,117.0,1,0,False,True,False,True,True,False,True,False,1.0,0.4782834428699808,0.0,4,7523,True,0.12803277639075603,0.12047520973772184,0.73,1.739,2.369,-0.838,0.5476040496508745,False,0.0,False,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7523.0,4,0.6530426613925495,1.0,0.7374892787398933,0.0,0.0
bugel-kecamatan-sekaran,Bugel,Sekaran,Kabupaten Lamongan,Jawa Timur,2026-07-23 12:48:39,True,0,6,True,2,2,0,0,40,2,2,2,2,42.0,False,0,3750,3980,7730,0,0,0,35.24.09.2020,2026-03-28,123.0,2,0,False,False,False,True,False,False,True,False,0.0,0.7063347220434454,0.6266333333333334,9,7730,True,0.12324546388223212,0.11622223057336067,1.482,-0.986,6.048,0.735,0.3515883691345941,False,0.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,2.0,2.0,0.0,7730.0,6,0.9199567139936444,0.5252,0.41299611518832424,0.0,0.0
bugel-kecamatan-sidorejo,Bugel,Sidorejo,Kota Salatiga,Jawa Tengah,2026-07-23 12:01:28,True,8,8,True,4,4,0,0,80,4,4,1,1,49.0,False,0,1844,1876,372,0,0,0,33.73.01.1004,,,0,1,True,False,False,True,True,False,False,False,1.0,0.28718,0.7088,3,3720,False,0.12977462473504348,0.12201816569489427,2.0,1.291,1.791,0.645,0.7678169319999999,False,0.0,False,8,4.0,4.0,0.0,0.0,80.0,4.0,1.0,1.0,0.0,372.0,0,0.2688,0.5252,0.6997161199999999,0.0,0.0
bugel-kecamatan-tomo,Bugel,Tomo,Kabupaten Sumedang,Jawa Barat,2026-07-23 12:01:28,True,6,6,True,3,3,0,0,60,3,3,0,0,73.0,False,7,1097,1114,2211,7612500000,550,7,32.11.24.2006,,,0,3,True,True,True,True,True,False,False,False,1.0,0.08646,0.7088,9,2211,True,0.13198029094321914,0.12396856880187605,0.967,2.863,-0.121,1.39,0.731807764,False,7612500000.0,False,6,3.0,3.0,0.0,0.0,60.0,3.0,0.0,0.0,550.0,2211.0,0,0.0,1.0,0.7997502400000001,22.753057470113788,2.0794415416798357
bugis-kecamatan-anjatan,Bugis,Anjatan,Kabupaten Indramayu,Jawa Barat,2026-07-23 12:01:28,False,4,4,False,0,0,0,0,0,0,0,0,0,35.0,False,0,432,4325,8645,0,0,0,32.12.23.2003,,,0,3,True,True,False,True,True,False,False,False,1.0,0.0,0.0,13,4757,False,0.15381338886391066,0.14307244691954615,2.372,1.739,-0.456,-0.838,0.4618,False,0.0,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8645.0,4,0.0,0.4748,0.49587476,0.0,0.0
bugis-kecamatan-batui,Bugis,Batui,Kabupaten Banggai,Sulawesi Tengah,2026-07-23 13:50:16,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2910,2650,5560,0,0,0,72.01.01.1006,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,11,5560,True,0.11089715800828705,0.10516793932365265,1.886,-0.373,-0.219,-0.312,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5560.0,5,0.0,0.0,0.0,0.0,0.0
bugis-kecamatan-dumbo-raya,Bugis,Dumbo Raya,Kota Gorontalo,Gorontalo,2026-07-23 14:13:47,False,0,8,True,1,1,0,0,20,1,1,0,0,26.0,False,0,2629,2602,5231,0,0,0,75.71.08.1005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,1,5231,True,0.19116803670426305,0.17493436917361094,0.556,-0.688,-0.44,0.504,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,5231.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
bugis-kecamatan-mepanga,Bugis,Mepanga,Kabupaten Parigi Moutong,Sulawesi Tengah,2026-07-23 13:54:19,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6740,6340,1308,0,0,0,72.08.12.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,13080,False,0.15358230731819694,0.14287215050149474,2.318,-0.435,-0.303,-0.39,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,5,0.0,0.0,0.0,0.0,0.0
bugis-kecamatan-sumbawa,Bugis,Sumbawa,Kabupaten Sumbawa,Nusa Tenggara Barat,2026-07-23 13:20:38,True,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,3773,3804,7577,0,0,0,52.04.08.1005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,7577,True,0.13557483731019523,0.12713898731394302,0.968,-0.495,-0.308,-0.524,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7577.0,5,0.0,0.5252,0.15162524,0.0,0.0
bugis-kecamatan-taliwang,Bugis,Taliwang,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2026-07-23 13:21:22,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,3163,32,6363,0,0,0,52.07.02.1006,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,4,3195,False,0.1649212501030758,0.15265348825487246,2.0,-0.316,-0.316,-0.316,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,6363.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
bugis-kecamatan-tanjung-redeb,Bugis,Tanjung Redeb,Kabupaten Berau,Kalimantan Timur,2026-07-23 13:42:41,False,2,5,False,0,0,0,0,0,0,0,0,0,25.0,False,0,4646,4285,8931,0,0,0,64.03.05.1005,,,0,3,True,False,False,True,True,False,False,False,0.4,0.0,0.0,3,8931,True,0.08082332022199472,0.07772308424639301,1.029,0.673,-0.525,-0.708,0.18472,False,0.0,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8931.0,5,0.0,0.0,0.14352,0.0,0.0
bugistua-kecamatan-anjatan,Bugistua,Anjatan,Kabupaten Indramayu,Jawa Barat,2026-07-23 12:01:28,True,4,4,True,1,1,0,0,20,1,1,7,7,76.0,False,2,3438,3447,6885,20200000000,500,2,32.12.23.2004,2026-02-04,175.0,3,4,True,True,True,True,True,False,True,False,1.0,0.6680377480292984,0.5444666666666667,13,6885,True,0.15381338886391066,0.14307244691954615,2.372,1.739,3.489,1.037,0.7768929719964561,False,20200000000.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,7.0,7.0,500.0,6885.0,2,0.907951055059548,1.0,0.8895670953872057,23.728948441403077,1.0986122886681098
bugul-lor-kecamatan-panggungrejo,Bugul Lor,Panggungrejo,Kota Pasuruan,Jawa Timur,2026-07-23 13:01:16,True,6,6,True,2,2,0,0,40,2,2,0,0,72.0,False,1,4275,4338,8613,14000000,5,1,35.75.04.1010,,,0,3,True,True,True,True,True,False,False,False,1.0,0.05764,0.6266333333333334,1,8613,True,0.11610356437942645,0.10984365927664252,0.5,0.846,-0.584,-0.1,0.697012536,False,14000000.0,False,6,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,5.0,8613.0,0,0.0,1.0,0.78210084,16.454567959008102,0.6931471805599453
buha-kecamatan-mapanget,Buha,Mapanget,Kota Manado,Sulawesi Utara,2026-07-23 13:50:11,True,0,5,False,0,0,0,0,0,0,0,0,0,40.0,False,1,6502,6467,12969,25000000,10,1,71.71.08.1005,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,3,12969,True,0.10549265067866939,0.1002910733318635,1.4,-0.56,-0.594,-1.019,0.0,False,25000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12969.0,1,0.0,0.5252,0.15162524,17.034386422832473,0.6931471805599453
buhu-kecamatan-talaga-jaya,Buhu,Talaga Jaya,Kabupaten Gorontalo,Gorontalo,2026-07-23 14:11:46,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,8,1167,113,2297,2205570000,141,8,75.01.22.2002,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,1280,False,0.39463299131807417,0.33263129199855734,0.376,-0.575,-0.41,0.795,0.200417308,False,2205570000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,141.0,2297.0,3,0.0,0.0,0.11695143999999999,21.514251816293733,2.1972245773362196
buhudaa-kecamatan-batudaa-pantai,Buhudaa,Batudaa Pantai,Kabupaten Gorontalo,Gorontalo,2026-07-23 14:11:00,False,5,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,4710,4640,9350,0,0,0,75.01.05.2014,,,0,3,True,False,False,True,True,False,False,False,0.8333333333333334,0.0,0.0,8,9350,True,0.10801177328328787,0.10256721397557815,1.505,1.767,-0.58,-1.147,0.3848333333333333,False,0.0,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9350.0,4,0.0,0.0,0.29900000000000004,0.0,0.0
bujel-kecamatan-mojoroto,Bujel,Mojoroto,Kota Kediri,Jawa Timur,2026-07-23 12:59:48,False,1,4,True,1,1,0,0,20,1,1,0,0,51.0,False,1,4057,3968,8025,1,1,1,35.71.01.1006,,,0,3,True,False,True,True,True,False,False,False,0.25,0.02882,0.5444666666666667,14,8025,True,0.1281288610259461,0.120560385049326,0.913,-0.507,-0.429,0.045,0.315867308,False,1.0,False,1,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,8025.0,3,0.0,0.0,0.20665144,0.6931471805599453,0.6931471805599453
bukabu-kecamatan-ambunten,Bukabu,Ambunten,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:57:38,True,4,6,True,1,1,0,0,20,1,1,0,0,61.0,False,15,8790,1006,1885,1323000000,1596,15,35.29.12.2009,,,0,3,True,False,True,True,True,False,False,False,0.6666666666666666,0.02882,0.5444666666666667,13,9796,False,0.12981566176030038,0.12205448823133522,1.113,0.83,-0.284,1.237,0.5082839746666666,False,1323000000.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1596.0,1885.0,0,0.0,0.5252,0.50777668,21.003167722835087,2.772588722239781
bukaka-kecamatan-tanete-riattang,Bukaka,Tanete Riattang,Kabupaten Bone,Sulawesi Selatan,2026-07-23 13:58:24,True,3,6,False,0,0,0,0,0,0,0,0,0,35.0,False,0,2291,2445,4736,0,0,0,73.08.21.1004,,,0,3,True,False,False,True,True,False,False,False,0.5,0.0,0.0,2,4736,True,0.12272950417280314,0.11576277779597531,0.454,0.279,-0.313,-0.647,0.2309,False,0.0,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4736.0,4,0.0,0.5252,0.33102524,0.0,0.0
bukateja-kecamatan-balapulang,Bukateja,Balapulang,Kabupaten Tegal,Jawa Tengah,2026-07-23 12:01:28,True,4,6,True,1,1,0,0,20,1,1,0,0,46.0,False,0,1704,1636,334,0,0,0,33.28.04.2002,,,0,3,True,False,False,True,True,False,False,False,0.6666666666666666,0.02882,0.5444666666666667,8,3340,False,0.16815554387808723,0.1554260466680471,1.108,1.467,-0.353,-0.452,0.5082839746666666,False,0.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,334.0,0,0.0,0.5252,0.50777668,0.0,0.0
